Year,Round,EventName,LapNumber,TrackStatus
2020,6,Spanish Grand Prix,37.0,12
2020,6,Spanish Grand Prix,38.0,21
2020,6,Spanish Grand Prix,39.0,1
2020,6,Spanish Grand Prix,40.0,1
2020,6,Spanish Grand Prix,41.0,1
2020,6,Spanish Grand Prix,42.0,1
2020,6,Spanish Grand Prix,43.0,1
2020,6,Spanish Grand Prix,44.0,1
2020,6,Spanish Grand Prix,45.0,1
2020,6,Spanish Grand Prix,46.0,1
2020,6,Spanish Grand Prix,47.0,1
2020,6,Spanish Grand Prix,48.0,1
2020,6,Spanish Grand Prix,49.0,1
2020,6,Spanish Grand Prix,50.0,1
2020,6,Spanish Grand Prix,51.0,1
2020,6,Spanish Grand Prix,52.0,1
2020,6,Spanish Grand Prix,53.0,1
2020,6,Spanish Grand Prix,54.0,1
2020,6,Spanish Grand Prix,55.0,1
2020,6,Spanish Grand Prix,56.0,1
2020,6,Spanish Grand Prix,57.0,1
2020,6,Spanish Grand Prix,58.0,1
2020,6,Spanish Grand Prix,59.0,1
2020,6,Spanish Grand Prix,60.0,1
2020,6,Spanish Grand Prix,61.0,1
2020,6,Spanish Grand Prix,62.0,1
2020,6,Spanish Grand Prix,63.0,1
2020,6,Spanish Grand Prix,64.0,1
2020,6,Spanish Grand Prix,65.0,1
2020,6,Spanish Grand Prix,66.0,1
2020,6,Spanish Grand Prix,38.0,1
2020,6,Spanish Grand Prix,36.0,12
2020,6,Spanish Grand Prix,37.0,21
2020,6,Spanish Grand Prix,37.0,1
2020,7,Belgian Grand Prix,1.0,1
2020,7,Belgian Grand Prix,2.0,1
2020,7,Belgian Grand Prix,3.0,1
2020,7,Belgian Grand Prix,4.0,1
2020,7,Belgian Grand Prix,5.0,1
2020,7,Belgian Grand Prix,6.0,1
2020,7,Belgian Grand Prix,7.0,1
2020,7,Belgian Grand Prix,8.0,1
2020,7,Belgian Grand Prix,9.0,1
2020,7,Belgian Grand Prix,10.0,124
2020,7,Belgian Grand Prix,11.0,4
2020,7,Belgian Grand Prix,12.0,4
2020,7,Belgian Grand Prix,13.0,4
2020,7,Belgian Grand Prix,14.0,41
2020,7,Belgian Grand Prix,15.0,1
2020,7,Belgian Grand Prix,16.0,1
2020,7,Belgian Grand Prix,17.0,1
2020,7,Belgian Grand Prix,18.0,1
2020,7,Belgian Grand Prix,19.0,1
2020,7,Belgian Grand Prix,20.0,1
2020,7,Belgian Grand Prix,21.0,1
2020,7,Belgian Grand Prix,22.0,1
2020,7,Belgian Grand Prix,23.0,1
2020,7,Belgian Grand Prix,24.0,1
2020,7,Belgian Grand Prix,25.0,1
2020,7,Belgian Grand Prix,26.0,1
2020,7,Belgian Grand Prix,27.0,1
2020,7,Belgian Grand Prix,28.0,1
2020,7,Belgian Grand Prix,29.0,1
2020,7,Belgian Grand Prix,30.0,1
2020,7,Belgian Grand Prix,31.0,1
2020,7,Belgian Grand Prix,32.0,1
2020,7,Belgian Grand Prix,33.0,1
2020,7,Belgian Grand Prix,34.0,1
2020,7,Belgian Grand Prix,35.0,1
2020,7,Belgian Grand Prix,36.0,1
2020,7,Belgian Grand Prix,37.0,1
2020,7,Belgian Grand Prix,38.0,1
2020,7,Belgian Grand Prix,39.0,1
2020,7,Belgian Grand Prix,40.0,1
2020,7,Belgian Grand Prix,41.0,1
2020,7,Belgian Grand Prix,42.0,1
2020,7,Belgian Grand Prix,43.0,1
2020,7,Belgian Grand Prix,44.0,12
2020,7,Belgian Grand Prix,10.0,12
2020,7,Belgian Grand Prix,11.0,24
2020,7,Belgian Grand Prix,44.0,1
2020,7,Belgian Grand Prix,10.0,1
2020,7,Belgian Grand Prix,11.0,124
2020,8,Italian Grand Prix,1.0,1
2020,8,Italian Grand Prix,2.0,1
2020,8,Italian Grand Prix,3.0,1
2020,8,Italian Grand Prix,4.0,1
2020,8,Italian Grand Prix,5.0,1
2020,8,Italian Grand Prix,6.0,1
2020,8,Italian Grand Prix,7.0,1
2020,8,Italian Grand Prix,8.0,12
2020,8,Italian Grand Prix,9.0,1
2020,8,Italian Grand Prix,10.0,1
2020,8,Italian Grand Prix,11.0,1
2020,8,Italian Grand Prix,12.0,1
2020,8,Italian Grand Prix,13.0,1
2020,8,Italian Grand Prix,14.0,1
2020,8,Italian Grand Prix,15.0,1
2020,8,Italian Grand Prix,16.0,1
2020,8,Italian Grand Prix,17.0,1
2020,8,Italian Grand Prix,18.0,1
2020,8,Italian Grand Prix,19.0,12
2020,8,Italian Grand Prix,20.0,24
2020,8,Italian Grand Prix,21.0,4
2020,8,Italian Grand Prix,22.0,4
2020,8,Italian Grand Prix,23.0,41
2020,8,Italian Grand Prix,24.0,1
2020,8,Italian Grand Prix,25.0,124
2020,8,Italian Grand Prix,26.0,45
2020,8,Italian Grand Prix,27.0,1
2020,8,Italian Grand Prix,28.0,1
2020,8,Italian Grand Prix,29.0,1
2020,8,Italian Grand Prix,30.0,1
2020,8,Italian Grand Prix,31.0,1
2020,8,Italian Grand Prix,32.0,1
2020,8,Italian Grand Prix,33.0,1
2020,8,Italian Grand Prix,34.0,1
2020,8,Italian Grand Prix,35.0,1
2020,8,Italian Grand Prix,36.0,1
2020,8,Italian Grand Prix,37.0,1
2020,8,Italian Grand Prix,38.0,1
2020,8,Italian Grand Prix,39.0,1
2020,8,Italian Grand Prix,40.0,1
2020,8,Italian Grand Prix,41.0,1
2020,8,Italian Grand Prix,42.0,1
2020,8,Italian Grand Prix,43.0,1
2020,8,Italian Grand Prix,44.0,1
2020,8,Italian Grand Prix,45.0,1
2020,8,Italian Grand Prix,46.0,1
2020,8,Italian Grand Prix,47.0,1
2020,8,Italian Grand Prix,48.0,1
2020,8,Italian Grand Prix,49.0,1
2020,8,Italian Grand Prix,50.0,1
2020,8,Italian Grand Prix,51.0,1
2020,8,Italian Grand Prix,52.0,1
2020,8,Italian Grand Prix,53.0,1
2020,8,Italian Grand Prix,9.0,21
2020,8,Italian Grand Prix,24.0,12
2020,8,Italian Grand Prix,25.0,24
2020,8,Italian Grand Prix,19.0,1
2020,8,Italian Grand Prix,20.0,124
2020,8,Italian Grand Prix,24.0,124
2020,8,Italian Grand Prix,25.0,4
2020,8,Italian Grand Prix,19.0,124
2020,8,Italian Grand Prix,20.0,4
2020,8,Italian Grand Prix,24.0,1245
2020,8,Italian Grand Prix,18.0,124
2020,9,Tuscan Grand Prix,1.0,124
2020,9,Tuscan Grand Prix,2.0,4
2020,9,Tuscan Grand Prix,3.0,4
2020,9,Tuscan Grand Prix,4.0,4
2020,9,Tuscan Grand Prix,5.0,4
2020,9,Tuscan Grand Prix,6.0,41
2020,9,Tuscan Grand Prix,7.0,124
2020,9,Tuscan Grand Prix,8.0,451
2020,9,Tuscan Grand Prix,9.0,1
2020,9,Tuscan Grand Prix,10.0,1
2020,9,Tuscan Grand Prix,11.0,1
2020,9,Tuscan Grand Prix,12.0,1
2020,9,Tuscan Grand Prix,13.0,1
2020,9,Tuscan Grand Prix,14.0,1
2020,9,Tuscan Grand Prix,15.0,1
2020,9,Tuscan Grand Prix,16.0,1
2020,9,Tuscan Grand Prix,17.0,1
2020,9,Tuscan Grand Prix,18.0,1
2020,9,Tuscan Grand Prix,19.0,1
2020,9,Tuscan Grand Prix,20.0,1
2020,9,Tuscan Grand Prix,21.0,1
2020,9,Tuscan Grand Prix,22.0,1
2020,9,Tuscan Grand Prix,23.0,1
